date,observed,trend,seasonal,resid
2021-06-06,0.0,0.2067901464115947,-0.20679679982847543,6.6534168807197425e-06
2021-06-13,0.0,0.21775156587332817,-0.21775811059242808,6.544719099915719e-06
2021-06-20,0.0,0.22871298672490656,-0.22871425050869376,1.2637837872031543e-06
2021-06-27,0.0,0.23967440898074702,-0.2396755031072999,1.0941265528863209e-06
2021-07-04,0.0,0.25063583265127054,-0.2506367559012222,9.232499516564907e-07
2021-07-11,0.0,0.2615972577445422,-0.26159913400699986,1.8762624576784681e-06
2021-07-18,0.0,0.2725586842660714,-0.27256267410683116,3.989840759777152e-06
2021-07-25,0.0,0.2835201122168238,-0.2835212940847669,1.181867943067516e-06
2021-08-01,0.0,0.2944815415910146,-0.29448300269178773,1.461100773147983e-06
2021-08-08,0.0,0.30544297237855933,-0.30544392059521835,9.482166590246699e-07
2021-08-15,0.0,0.31640440456552604,-0.3164052315640728,8.269985467546093e-07
2021-08-22,0.0,0.327365838134543,-0.3273665407069807,7.025724376719111e-07
2021-08-29,0.0,0.3383272730649614,-0.3383281478387691,8.747738076686495e-07
2021-09-05,0.0,0.34928870933282136,-0.34928915211851574,4.427856943878261e-07
2021-09-12,0.0,0.3602501469106284,-0.36025347004923186,3.3231386034615618e-06
2021-09-19,0.0,0.37121158576682395,-0.37121198417011275,3.984032888038058e-07
2021-09-26,0.0,0.382173025863233,-0.38217304436429805,1.8501065068843303e-08
2021-10-03,0.0,0.39313446715733735,-0.3931343323448741,-1.3481246324831275e-07
2021-10-10,0.0,0.40409590960336267,-0.4040989309518362,3.0213484735197582e-06
2021-10-17,0.0,0.41505735315148706,13.304938653219258,-13.719996006370746
2021-10-24,0.0,0.42601879774487733,-0.42601828033965455,-5.17405222777434e-07
2021-10-31,0.0,0.43698024332187746,-0.43697951648553074,-7.268363467205496e-07
2021-11-07,0.0,0.4479416898172071,-0.44794074281063495,-9.470065721606247e-07
2021-11-14,0.0,0.4589031371621272,-0.4589019585189698,-1.178643157406789e-06
2021-11-21,0.0,0.4698645852845092,-0.46986316287360924,-1.4224108999538743e-06
2021-11-28,0.0,0.48082603410891245,-0.48082435516007016,-1.6789488422874754e-06
2021-12-05,0.0,0.4917874835566611,-0.49178553465104546,-1.9489056156118956e-06
2021-12-12,0.0,0.5027489335459112,-0.5027467422824348,-2.1912634764476024e-06
2021-12-19,0.0,0.513710383991718,-0.5137078492971987,-2.5346945192739057e-06
2021-12-26,0.0,0.5246718348060756,-0.5246689846785848,-2.850127490794385e-06
2022-01-02,0.0,0.5356332858980369,-0.535630104113278,-3.1817847588877513e-06
2022-01-09,0.0,0.5465947371738394,-0.5465912061231119,-3.5310507275898573e-06
2022-01-16,0.0,0.5575561885370461,-0.5575522886049189,-3.899932127238159e-06
2022-01-23,0.0,0.5685176398887616,-0.5685115920994971,-6.047789264496117e-06
2022-01-30,0.0,0.5794790911284318,-0.5794743815941464,-4.7095342853298305e-06
2022-02-06,0.0,0.5904405421559688,-0.5904334987894759,-7.0433664928204465e-06
2022-02-13,0.0,0.6014019928721095,-0.6013963372489755,-5.655623134037668e-06
2022-02-20,0.0,0.6123634431812562,-0.6123550102073029,-8.432973953365064e-06
2022-02-27,0.0,0.6233248929937457,17.096661394280265,-17.71998628727401
2022-03-06,0.0,0.634286342229043,-0.634279494115004,-6.848114039059716e-06
2022-03-13,0.0,0.6452477908135845,-0.645240219830164,-7.57098342052398e-06
2022-03-20,0.0,0.6562092386989534,-0.6561810963158158,-2.8142383137641502e-05
2022-03-27,0.0,0.6671706858817712,-0.6671720096215239,1.3237397527010586e-06
2022-04-03,0.0,0.6781321324212337,-0.6781018009761135,-3.033144512021302e-05
2022-04-10,0.0,0.6890935784806036,-0.6890622596369027,-3.131884370088933e-05
2022-04-17,0.0,0.7000550244040887,-0.700056111647479,1.0872433903186263e-06
2022-04-24,0.0,0.7110164708285572,-0.7109834796392694,-3.299118928778988e-05
2022-05-01,0.0,0.7219779188256166,-0.7219788490804574,9.302548408252065e-07
2022-05-08,0.0,0.7329393700392407,-0.7329037380994686,-3.5631939772073906e-05
2022-05-15,0.0,0.7439008266733288,-0.7439016128062984,7.861329696101649e-07
2022-05-22,0.0,0.7548622910000876,-0.7548263644858918,-3.5926514195816495e-05
2022-05-29,0.0,0.7658237668609625,-0.7658244415047378,6.74643775289141e-07
2022-06-05,0.0,0.776785241649196,-0.7767820394232701,-3.2022259259800734e-06
2022-06-12,0.0,0.7877467151320396,-0.7877434534545499,-3.2616774897631373e-06
2022-06-19,0.0,0.7987081870405481,-0.7987071231410949,-1.0638994532019552e-06
2022-06-26,0.0,0.8096696571835539,-0.8096686100130899,-1.0471704640080404e-06
2022-07-03,0.0,0.8206311252024614,-0.8206301036227039,-1.0215797574542052e-06
2022-07-10,0.0,0.8315925905901009,-0.8315956890006415,3.098410540580687e-06
2022-07-17,0.0,0.842554052872948,-0.8425543258604812,2.7298753313420576e-07
2022-07-24,0.0,0.8535155116003875,-0.85352003659283,4.524992442522802e-06
2022-07-31,0.0,0.8644769663631607,-0.8644801245535978,3.158190437058117e-06
2022-08-07,0.0,0.8754384168288514,-0.8754428875638358,4.470734984440838e-06
2022-08-14,0.0,0.8863998626911054,-0.8864043093182249,4.446627119514268e-06
2022-08-21,0.0,0.8973613036026641,-0.8973657280155645,4.424412900383423e-06
2022-08-28,0.0,0.9083227391266079,-0.9083259926512858,3.2535246778930826e-06
2022-09-04,0.0,0.9192841687088383,-0.9192885541656963,4.385456857991521e-06
2022-09-11,0.0,0.9302455917081485,3.0697459691343005,-3.999991560842449
2022-09-18,0.0,0.9412070073523559,-0.9412103432163447,3.335863988818133e-06
2022-09-25,0.0,0.9521684147309623,-0.9521727549453803,4.340214418085964e-06
2022-10-02,0.0,0.9631298128075556,-0.9631341413424179,4.328534862318989e-06
2022-10-09,0.0,0.9740912005097322,4.275900008929003,-5.249991209438735
2022-10-16,0.0,0.9850525768247375,13.304937729036354,-14.28999030586109
2022-10-23,0.0,0.9960139408495353,-0.9960174312888292,3.490439293929448e-06
2022-10-30,0.0,1.0069752918294672,-1.0069788158860913,3.5240566240712923e-06
2022-11-06,0.0,1.0179366291854515,-1.0179401877870675,3.5586016160493728e-06
2022-11-13,0.0,1.028897952540992,-1.0289015465718185,3.594030826503669e-06
2022-11-20,0.0,1.0398592617386702,-1.0398628919657196,3.6302270494115163e-06
2022-11-27,0.0,1.0508205568401892,-1.0508242238110967,3.6669709075898282e-06
2022-12-04,0.0,1.0617818381090944,-1.0617855420288211,3.7039197267052515e-06
