date,observed,trend,seasonal,resid
2021-06-06,0.0,7.085758982373301,-7.42551242517743,0.33975344280412845
2021-06-13,0.0,7.161167984540699,-7.485060912185182,0.32389292764448374
2021-06-20,0.0,7.23671983113101,-7.7451481877878,0.5084283566567898
2021-06-27,70.0,7.312417524277439,62.196735928877345,0.49084654684521567
2021-07-04,0.0,7.388263076790935,-7.604569897023765,0.21630682023283043
2021-07-11,0.0,7.464257567680147,-7.412461630133736,-0.05179593754641143
2021-07-18,0.0,7.540401636865948,-7.379484906109453,-0.1609167307564947
2021-07-25,0.0,7.616695996607195,-8.037931801232169,0.421235804624974
2021-08-01,0.0,7.69314146747239,-8.097156032201784,0.404014564729394
2021-08-08,0.0,7.7697382666377015,-7.904447547202691,0.13470928056498988
2021-08-15,0.0,7.846486033136222,-7.715093495569951,-0.13139253756627145
2021-08-22,0.0,7.923384157307987,-7.777161387077176,-0.14622277023081054
2021-08-29,0.0,8.000432171201833,-7.755756934420742,-0.2446752367810907
2021-09-05,0.0,8.077629879591148,-8.396639739333995,0.319009859742847
2021-09-12,0.0,8.154977344975581,-7.883129567649345,-0.27184777732623644
2021-09-19,0.0,8.232474516246306,-8.517999884080657,0.28552536783435123
2021-09-26,0.0,8.310121528125915,-8.094358829455349,-0.21576269867056652
2021-10-03,0.0,8.387918423996975,-8.39989497185794,0.01197654786096436
2021-10-10,0.0,8.465865451102937,-8.141599107950293,-0.3242663431526438
2021-10-17,0.0,8.54396303927083,-8.7634346740866,0.21947163481577014
2021-10-24,0.0,8.62221197406852,-8.825366243156685,0.2031542690881647
2021-10-31,0.0,8.700612925531056,-8.866128990140444,0.16551606460938828
2021-11-07,0.0,8.779166329474224,-8.949927657386095,0.1707613279118707
2021-11-14,0.0,8.857872445517415,-9.012558076051453,0.15468563053403805
2021-11-21,0.0,8.936731415269621,-8.540661527636246,-0.3960698876333755
2021-11-28,0.0,9.015743376983389,-8.671193398126114,-0.344549978857275
2021-12-05,0.0,9.094909068016975,-9.201807559419809,0.10689849140283414
2021-12-12,72.0,9.174229897111717,62.7347564386785,0.09101366420978074
2021-12-19,0.0,9.253707531048182,-9.328901302590301,0.07519377154211959
2021-12-26,0.0,9.333343786939167,-8.935673575616008,-0.3976702113231596
2022-01-02,0.0,9.413140823781724,-8.95331629584563,-0.4598245279360942
2022-01-09,0.0,9.493101793772224,-9.023037908060141,-0.4700638857120829
2022-01-16,0.0,9.573231241710204,-9.092944150654864,-0.48028709105533984
2022-01-23,0.0,9.653535397824738,-9.65065686255263,-0.0028785352721083513
2022-01-30,0.0,9.734022345659337,-9.233231314499674,-0.5007910311596628
2022-02-06,0.0,9.814701847269285,-9.303597134210944,-0.5111047130583408
2022-02-13,0.0,9.895586241642624,-9.846799522613074,-0.04878671902955034
2022-02-20,61.0,9.976690997560166,51.087208599565386,-0.06389959712555182
2022-02-27,0.0,10.058034542582094,-9.979132106782346,-0.07890243579974765
2022-03-06,0.0,10.139638677674917,-9.629359079955968,-0.5102795977189487
2022-03-13,0.0,10.221529512963553,-9.924203783430016,-0.29732572953353653
2022-03-20,0.0,10.303739256859858,-10.180612631254542,-0.12312662560531606
2022-03-27,67.0,10.38630734745099,56.75124405851178,-0.13755140596276938
2022-04-03,0.0,10.469281532053042,-10.317500116706686,-0.15178141534635614
2022-04-10,73.0,10.552719512572041,62.61306870037942,-0.16578821295146362
2022-04-17,0.0,10.636690670325539,-10.02006046250591,-0.6166302078196289
2022-04-24,0.0,10.72127744515502,-10.656030098322782,-0.06524734683223699
2022-05-01,0.0,10.80657528732654,-10.598632744896909,-0.20794254242963106
2022-05-08,78.0,10.892685295136001,68.10754116048427,-1.0002264556202753
2022-05-15,0.0,10.97969944192858,-10.67797046018784,-0.30172898174073914
2022-05-22,0.0,11.067675219731832,-10.824780177822538,-0.24289504190929456
2022-05-29,60.0,11.158756233128443,48.82487578261846,0.016367984253093937
2022-06-05,0.0,11.250227846895214,-11.419790033481531,0.16956218658631705
2022-06-12,0.0,11.34211098773639,-11.498497811349926,0.15638682361353595
2022-06-19,53.0,11.434419710641004,-0.8880570763282051,42.4536373656872
2022-06-26,84.0,11.52714707754876,39.78984897215442,32.68300395029682
